"","V1","V2","V3","V4","V5","V6","1","2","3","4","5","6","7","8","9","train_data$V37"
"29",1,7,46,9,51,16,-24.8254056867936,-0.814893261540518,-5.9377545617686,0.79382125613791,-28.1063759212676,-9.88231567349739,-6.27360514146033,-3.16192112913325,3.36703186611432,"1"
"30",0,7,43,6,51,16,-24.2798786547844,-0.881633762862626,-5.95162905539869,0.838630567870364,-26.4761364930553,-8.37659559358562,-4.36982014637385,-3.78918199917223,3.34872503748087,"0"
"31",1,7,46,9,51,16,-24.8235604072583,-0.81925386754131,-5.95075369511329,0.793847590062184,-28.1065783185138,-9.88257910252094,-6.27513456744846,-3.16611810774314,3.36676884709597,"0"
"32",1,7,46,9,51,16,-24.8231627796183,-0.819279254753601,-5.95072308347645,0.79380523143677,-28.1076280916118,-9.88112536224068,-6.27527143299777,-3.16610899132671,3.3678181827288,"0"
"33",1,7,46,9,51,16,-24.8245895408096,-0.814971055554854,-5.93775664847829,0.793812685736449,-28.1068872142812,-9.8816247626478,-6.27367939519368,-3.16188128686053,3.36729856329163,"1"
"34",1,7,46,9,51,16,-24.8218658795858,-0.815262136107795,-5.93779714701559,0.793798685452715,-28.1078597064318,-9.88098897454627,-6.27377213636615,-3.16178363516906,3.36754376401028,"0"
"35",1,7,46,9,51,16,-24.8290845532174,-0.818502812327152,-5.9506953301444,0.79400535395469,-28.1104925752053,-9.87892375757415,-6.27513537061182,-3.16597665807905,3.36754992574479,"0"
"36",1,7,46,9,51,16,-24.8292039217463,-0.815239400997088,-5.9371325368207,0.794375555541461,-28.1400963219632,-9.92934146659628,-6.27048049884175,-3.16530186719791,3.40212018329375,"1"
"37",1,7,46,9,51,16,-24.8237866824259,-0.815054193872019,-5.93777421508568,0.793814199304619,-28.1072310539488,-9.88155598709627,-6.27367581654177,-3.16184851218577,3.36726924236524,"0"
"38",1,7,46,9,51,16,-24.8283370627861,-0.814385836202639,-5.9376839037845,0.79377402337131,-28.1401246044173,-9.92936928273838,-6.27029960277127,-3.16474354362602,3.40219070133457,"0"
"39",1,7,46,9,51,16,-24.8260409194376,-0.818919335079919,-5.9507030513819,0.793858110124728,-28.1069282525866,-9.88123315231378,-6.27517189594928,-3.16609682310318,3.36766937392227,"1"
"40",1,7,46,9,51,16,-24.84136980894,-0.818007526846209,-5.9496791906429,0.794540528096505,-28.2056704054292,-10.0246124810385,-6.2652550088836,-3.17555818033414,3.47229924209815,"1"
"41",1,7,46,9,51,16,-24.8246395159625,-0.814955670064111,-5.93776450322387,0.79384567178629,-28.10694791077,-9.88147072567698,-6.27366168844848,-3.16182775834461,3.36713557235351,"1"
"42",1,7,46,9,51,16,-24.8293737404625,-0.816927632929841,-5.93616724437608,0.795437198421551,-28.1401281239785,-9.9293186126674,-6.27086023894774,-3.1662786760869,3.40200855566172,"0"
"43",0,7,26,8,51,16,-22.471707313753,-1.14748857036486,-5.94816168446513,0.788106618644832,-18.530935387486,-0.791898187509747,-6.57147720410108,-2.75464097037913,2.26085281394327,"1"
"44",1,7,46,9,51,16,-24.8237866824259,-0.815054193872019,-5.93777421508568,0.793814199304619,-28.1072310539488,-9.88155598709627,-6.27367581654177,-3.16184851218577,3.36726924236524,"0"
"45",1,7,46,9,51,16,-24.8252965532981,-0.819055840212996,-5.95070737931936,0.793818514328558,-28.1065199438437,-9.88213069803786,-6.27516696787857,-3.16619230999678,3.36754517775377,"0"
"46",0,7,42,8,51,16,-24.1848630382721,-0.901578985677714,-5.94800716542352,0.804968285508942,-26.0617991714142,-8.0769565892834,-5.73676066111563,-3.29474426927046,3.20675382867987,"0"
"47",1,7,46,9,51,16,-24.830910275988,-0.816711586731615,-5.93618044726302,0.795422869277269,-28.1393151514645,-9.92988283123558,-6.27079239602079,-3.16629286369687,3.4017531065779,"1"
"48",1,7,46,9,51,16,-24.8240683997316,-0.815025531735289,-5.93776578206339,0.793821703111269,-28.1071132530229,-9.88134875123088,-6.2737063610786,-3.16184373928124,3.36739144765229,"1"
"49",1,7,46,9,51,16,-24.8231959217359,-0.819253583383697,-5.95073545115386,0.793841630928002,-28.1075742763064,-9.88086420585653,-6.27527794204902,-3.16603425476751,3.36763907425305,"0"
"50",0,3,33,8,51,16,-23.2015693838431,-1.06341272100279,-5.97298702755579,0.865939003518718,-20.8455658614937,-3.94724534399478,-6.26383515009864,-2.82817806821462,4.92841740861884,"0"
"51",1,7,46,9,51,16,-24.824068073316,-0.815022601341286,-5.93776767067357,0.793822054925956,-28.1071131359776,-9.88134899865435,-6.27370456094929,-3.1618388296254,3.36739174117242,"1"
"52",0,7,45,6,51,16,-24.4954152014628,-0.850240944818936,-5.94997624469129,0.840751144211444,-27.4169423630915,-9.28803722791995,-4.26516635375434,-3.85622900994609,3.46639594067761,"0"
"53",1,7,46,9,51,16,-24.8239784813131,-0.819167737316916,-5.95072314134989,0.793845591578287,-28.1075132244904,-9.88096888904563,-6.27523714295191,-3.16606126154833,3.36768110855085,"0"
"54",1,7,46,9,51,16,-24.8270601894273,-0.814669998927535,-5.93773526757639,0.793875039216653,-28.1063025791637,-9.88164384549326,-6.27359530956799,-3.1618558639879,3.36712631312734,"1"
"55",1,7,46,9,51,16,-24.827968713618,-0.818763137105151,-5.9506712403063,0.793843259787737,-28.1057667710363,-9.88265163562579,-6.27505748674808,-3.16626234352957,3.36732659229155,"0"
"56",0,7,43,6,51,16,-24.2814637330155,-0.881457379201077,-5.95160191322905,0.83866664288119,-26.475847231604,-8.37643454450746,-4.36978454559688,-3.78918178590729,3.34861159499044,"1"
"57",1,7,46,9,51,16,-24.8235003242544,-0.815090765957738,-5.93777816821223,0.793804048575218,-28.1072198239868,-9.88177496716344,-6.2736660324746,-3.1618630479405,3.36718020909679,"1"
"58",1,7,46,9,51,16,-24.8262271416362,-0.814785155562846,-5.93774983842474,0.793869172034623,-28.106225479263,-9.88208240856712,-6.27358159691172,-3.16187220636422,3.36681393851722,"0"
"59",1,7,46,9,51,16,-24.8240685981462,-0.81502722733503,-5.93776481854738,0.793821127797777,-28.1071133051277,-9.88134867831443,-6.27370687620773,-3.16184513957035,3.36739137792579,"1"
"60",1,7,46,9,51,16,-24.824593646928,-0.814959113783977,-5.93776416398333,0.793820778299994,-28.1070159865741,-9.88161360806195,-6.27365419835579,-3.16185934265543,3.36726612684143,"0"
"61",1,7,46,9,51,16,-24.8301370846782,-0.816398505538213,-5.93640524889833,0.795168038727946,-28.1399049550643,-9.92938186039376,-6.27074230552438,-3.16604207698524,3.40203403927117,"0"
"62",1,7,46,9,51,16,-24.8242291722944,-0.819160655569557,-5.95071842410584,0.793827233602703,-28.1071317346386,-9.88146096339593,-6.27521848350805,-3.16611660101156,3.36758957414528,"0"
"63",1,7,46,9,51,16,-24.8316825552682,-0.814088485180779,-5.93771281180794,0.794026612687711,-28.1094128752003,-9.88010019126456,-6.27343680194922,-3.16182194934832,3.36674612007474,"1"
"64",1,7,46,9,51,16,-24.8237866824259,-0.815054193872019,-5.93777421508568,0.793814199304619,-28.1072310539488,-9.88155598709627,-6.27367581654177,-3.16184851218577,3.36726924236524,"0"
"65",1,7,46,9,51,16,-24.825593449267,-0.81898619541396,-5.95069722922852,0.793853313137165,-28.1070835066528,-9.88108323926153,-6.27520056554094,-3.16610113710486,3.36767377592326,"1"
"66",0,7,45,6,51,16,-24.4917582104794,-0.854802032522762,-5.96298715807933,0.840738497991691,-27.4178784224799,-9.28756501581059,-4.26682496895547,-3.86038883884486,3.46682763038736,"0"
"67",1,7,46,9,51,16,-24.8235732826329,-0.815079991682371,-5.93776905359338,0.793793935947892,-28.1073360122529,-9.88134278424592,-6.2737193434116,-3.16185739602527,3.36752783505738,"0"
"68",1,7,46,9,50,16,-24.4594597576955,-0.860931686291067,-5.93958596236984,0.780703285492379,-28.022810688899,-10.1045580666825,-6.25056931041962,-3.18039631462868,3.27125970958631,"1"
"69",1,7,46,9,51,16,-24.8259919879662,-0.8189216932865,-5.95071646157954,0.793840178316251,-28.1065497609362,-9.88182575619142,-6.27514405003105,-3.16612795306825,3.36743987155259,"0"
"70",0,7,22,8,51,16,-22.0578616146882,-1.20822541558733,-5.95128377527975,0.784366512135654,-16.6487445789743,1.0329604134221,-6.78033878207957,-2.62038421094362,2.02350904567258,"0"
"71",1,7,46,9,51,16,-24.8239525910514,-0.819195101702512,-5.95072727123744,0.793824424526595,-28.1071127472278,-9.88167287769521,-6.27520575585463,-3.16612340650708,3.36752926733095,"0"
"72",1,7,46,9,51,16,-24.8237866824259,-0.815054193872019,-5.93777421508568,0.793814199304619,-28.1072310539488,-9.88155598709627,-6.27367581654177,-3.16184851218577,3.36726924236524,"0"
"73",0,7,41,6,51,16,-24.0662042206296,-0.912863724248995,-5.9533495428702,0.836567306710152,-25.5371650860662,-7.46792725269055,-4.47404973301672,-3.72234435826247,3.22929545178703,"1"
"74",1,7,46,9,51,16,-24.8396561359876,-0.818876001487506,-5.93414509404694,0.797697638793284,-28.1763122180939,-9.97460356226755,-6.26811420072588,-3.17095029984747,3.43647098761581,"0"
"75",0,7,41,6,51,16,-24.0694017993415,-0.912487638741798,-5.95321463362099,0.836648286222107,-25.5339670078262,-7.46589392738572,-4.47423136013129,-3.72216280344033,3.23017771274837,"1"
"76",1,7,46,9,51,16,-24.8223438870428,-0.81931625564856,-5.95076616013413,0.79385552413443,-28.1078277928278,-9.88074807073959,-6.27529417802862,-3.16598942638519,3.3676725291629,"0"
"77",0,7,45,8,51,16,-24.5082605465565,-0.850267941601745,-5.93264289461973,0.808104870098022,-27.4763054922326,-9.44395073240428,-5.57818778440813,-3.39116057323573,3.38306801057008,"0"
"78",1,7,46,9,51,16,-24.8239112488915,-0.819192786293851,-5.95072976896303,0.793823046648969,-28.1071522452157,-9.88161277707157,-6.27521058511242,-3.16611795939425,3.3675584766707,"0"
"79",1,7,46,9,51,16,-24.8238220878385,-0.815052830762599,-5.93777393767224,0.79381377804805,-28.107062181922,-9.88162842864722,-6.27368768865789,-3.16185197524363,3.36727390476512,"1"
"80",0,7,41,8,51,16,-24.0829101702924,-0.915241965121665,-5.94834353540046,0.80562781903186,-25.5953796170276,-7.61462268407117,-5.79176314792268,-3.27004324327549,3.20346106040539,"1"
"81",0,7,38,6,51,16,-23.7505324189889,-0.963230843577751,-5.96859385359003,0.833530512696409,-24.1213766728621,-6.09947411762549,-4.63255920911669,-3.62592217409301,3.0529991085897,"0"
"82",0,3,41,8,51,16,-24.048974601748,-0.951545839267526,-6.00515697126959,0.87445339836153,-24.6001763965276,-7.56892335062136,-5.85579773629965,-3.10748046393884,5.41869836976294,"0"
"83",1,7,46,9,51,16,-24.824428403026,-0.819121271436475,-5.95071578827438,0.793838514414991,-28.1073588424518,-9.88111709097701,-6.27522088506595,-3.16609093109476,3.36767478544871,"0"
"84",1,7,44,7,6,15,-8.2078549575355,-2.71432595148728,-5.62188838761921,0.185332799836624,-23.3268570558277,-18.932000365489,-3.95307019152066,-4.22053909488842,-0.987312559517355,"0"
"85",1,7,46,9,51,16,-24.8233367281676,-0.815100333294358,-5.93778164979992,0.793821013599041,-28.1073854334802,-9.88140777295999,-6.27369206739077,-3.16181884867729,3.3672755910721,"0"
"86",1,7,46,9,51,16,-24.8259233486171,-0.818954135051827,-5.95070403671161,0.793848088186931,-28.1066221279489,-9.88169669885478,-6.27516366264928,-3.16614408362495,3.36752502544221,"0"
"87",1,7,46,9,51,16,-24.8296098971214,-0.818459589588749,-5.95069930415604,0.793997802200104,-28.1102024424228,-9.87991174735407,-6.27501426676129,-3.16605544369187,3.36717510757279,"0"
"88",1,7,46,9,51,16,-24.8250892305404,-0.814908105537742,-5.93775834460431,0.793843602491359,-28.106793405178,-9.88161921918433,-6.27364345536588,-3.16185192506001,3.36712950292712,"0"
"89",1,7,46,9,51,16,-24.8236859699408,-0.815061433868649,-5.93776384588207,0.793814527061797,-28.1072546196492,-9.88078031610172,-6.27379564650401,-3.16181536777266,3.36777860427422,"1"
"90",1,7,46,9,51,16,-24.8316816650007,-0.814080466843282,-5.93771760772446,0.794027083721184,-28.1094125986705,-9.88010070246427,-6.27343299585153,-3.16181162054833,3.3667467520554,"1"
"91",1,7,46,9,51,16,-24.8227333900649,-0.815181813613822,-5.93779262237938,0.793776433741042,-28.1072867260844,-9.88198570202629,-6.27368326558092,-3.16188329498446,3.36731834472509,"1"
"92",1,7,46,9,51,16,-24.8247901161007,-0.823259990046411,-5.96365702536868,0.793811241924339,-28.1070512921116,-9.88153967660353,-6.27674674024225,-3.17044785752893,3.3677564400633,"0"
"93",0,7,45,6,51,16,-24.5000361847485,-0.853870673178639,-5.96286667939858,0.840838039172396,-27.415577371044,-9.28812329059615,-4.26661037853675,-3.86053219681424,3.4664588254365,"0"
"94",1,7,46,9,51,16,-24.8240677108808,-0.81501954863799,-5.93776955660162,0.793823505289724,-28.1071130216702,-9.8813492011032,-6.27370313163828,-3.16183492239627,3.36739194647732,"1"
"95",0,7,39,6,51,16,-23.8558465131618,-0.947798673567416,-5.96778260062312,0.834534730648732,-24.5929495098861,-6.55412927189285,-4.58039205739533,-3.65941258481147,3.11267980071533,"0"
"96",1,7,46,9,51,16,-24.8278853495575,-0.818751008723231,-5.95067850702174,0.793891079388574,-28.1057961255057,-9.88213341972482,-6.27508944842751,-3.16617021813886,3.36715413941361,"1"
"97",1,7,46,9,51,16,-24.8237866824259,-0.815054193872019,-5.93777421508568,0.793814199304619,-28.1072310539488,-9.88155598709627,-6.27367581654177,-3.16184851218577,3.36726924236524,"0"
"98",1,7,46,9,51,16,-24.8237866824259,-0.815054193872019,-5.93777421508568,0.793814199304619,-28.1072310539488,-9.88155598709627,-6.27367581654177,-3.16184851218577,3.36726924236524,"0"
"99",1,7,46,9,51,16,-24.818295362313,-0.819839543308514,-5.95081577757676,0.793759582740266,-28.1083870835918,-9.88136431221627,-6.27537229452251,-3.16602682194442,3.36772943054104,"0"
"100",1,7,46,9,51,16,-24.8237866632608,-0.81505581092825,-5.93777541747133,0.793826376634816,-28.1072308401719,-9.88155669803778,-6.27367167621171,-3.16183674867347,3.36726960561299,"1"
"101",1,7,46,9,51,16,-24.8277340322799,-0.817453278702367,-5.9501973417831,0.79554651490383,-28.1073662269105,-9.87493593544511,-6.27815260155017,-3.1747995569355,3.42359688406277,"0"
"102",0,7,31,4,51,16,-22.9987602614021,-1.06719060476881,-5.9785972659047,0.85908291844172,-20.7683116733212,-2.75441607367739,-3.68368209892521,-3.85222755848935,2.72210404413799,"1"
"103",0,6,45,8,51,16,-24.5002707343854,-0.856723128645958,-5.93893913088408,0.827987329695041,-27.2600648321668,-9.47278904394132,-5.59376503751085,-3.36275131600693,4.04075828886981,"0"
"104",1,7,46,9,51,16,-24.822766164916,-0.815174219396757,-5.93778017444513,0.793790945816167,-28.1075509817003,-9.88128541667518,-6.27373940670533,-3.16184220085033,3.36753111188055,"0"
"105",1,7,46,9,51,16,-24.8129908999544,-0.824599674336912,-5.96386384612816,0.793721933280664,-28.1095750337553,-9.88189240971044,-6.27693238125927,-3.17021427577882,3.36740244508868,"0"
"106",1,7,46,9,51,16,-24.8270592101182,-0.818806243096177,-5.95067371142102,0.793881696472576,-28.106672957623,-9.88079086355314,-6.27520911428196,-3.16607989084071,3.367688302861,"0"
"107",1,7,46,9,51,16,-24.8247397937198,-0.819083914201344,-5.95070397225893,0.793853520100869,-28.1071209275616,-9.88076726162398,-6.27527685334924,-3.16605486833609,3.3676744568936,"0"
"108",1,7,46,9,51,16,-24.8259319325672,-0.814814880167226,-5.93774596686189,0.79385080061339,-28.1064095731585,-9.88174898460881,-6.27363570624787,-3.16187238718585,3.36713060800114,"1"
"109",1,7,46,9,51,16,-24.8237866824259,-0.815054193872019,-5.93777421508568,0.793814199304619,-28.1072310539488,-9.88155598709627,-6.27367581654177,-3.16184851218577,3.36726924236524,"0"
"110",1,7,46,9,51,16,-24.830339219508,-0.81517165858915,-5.93708049761141,0.794432223775378,-28.1397248888962,-9.92925140919509,-6.27049658824104,-3.16534395593284,3.40220618816511,"0"
"111",1,7,46,9,51,16,-24.8246933936018,-0.819075789323161,-5.95071281664674,0.793858312144596,-28.1073923530949,-9.88078650482294,-6.27523542940069,-3.16604844870111,3.36768608910693,"1"
"112",1,7,46,9,51,16,-24.8283806450828,-0.822815492376399,-5.96360942785813,0.793911144521223,-28.1063898996987,-9.8808371965219,-6.27670649559434,-3.17036994129445,3.36794060586658,"0"
"113",1,7,46,9,51,16,-24.824147341341,-0.819169560668224,-5.95071990043129,0.793804453427375,-28.1071025704944,-9.88154838997029,-6.27523376095539,-3.16614508600421,3.36781127553599,"0"
"114",1,7,46,9,51,16,-24.8262873541988,-0.818920135586345,-5.9506923515652,0.793875321873361,-28.1065335762378,-9.88140201874091,-6.2751789945685,-3.16611105813766,3.36742557708643,"0"
"115",1,7,46,9,51,16,-24.8233769106327,-0.815558541793721,-5.93739947244546,0.793935652207575,-28.1372543513405,-9.93092294376589,-6.27057769553717,-3.16511759652045,3.40252705734949,"0"
"116",1,7,46,9,51,16,-24.8261791249398,-0.818950040540506,-5.95070186488545,0.793818632683541,-28.1062613646595,-9.88238486400877,-6.27512814088638,-3.16622436023066,3.36756386768436,"0"
"117",1,7,46,9,51,16,-24.8237866824259,-0.815054193872019,-5.93777421508568,0.793814199304619,-28.1072310539488,-9.88155598709627,-6.27367581654177,-3.16184851218577,3.36726924236524,"0"
"118",1,7,44,7,45,15,-22.3960689580208,-0.920303242025093,-5.53983048844806,0.693328896467566,-26.5932283414997,-10.172192026509,-4.85864836742411,-3.48896240892186,2.74215288697457,"1"
"119",1,7,46,9,51,16,-24.8235735159383,-0.815082720323904,-5.93776783844849,0.79379775022874,-28.107336056529,-9.88134272729011,-6.27372012496338,-3.16185937558546,3.36752758924176,"1"
"120",0,7,15,8,51,16,-21.3061448986843,-1.31788439405533,-5.95704268926761,0.776962180726931,-13.354506443424,4.21957856791712,-7.14617325335042,-2.38593904040056,1.60940197129455,"0"
"121",1,7,46,9,51,16,-24.8262740285655,-0.82306579359267,-5.96364724184122,0.793866931376253,-28.1066170145098,-9.88136178126951,-6.27672547488356,-3.17038646106991,3.36785358092509,"0"
"122",0,6,9,0,51,16,-20.6507410904825,-1.42750909267149,-6.03003107293686,0.928953251341748,-10.0781501868751,7.54121808811815,-2.22260434410724,-4.0163672647482,2.18690949871745,"0"
"123",1,7,46,9,51,16,-24.8282958540691,-0.818693515398193,-5.95065803489604,0.793860151374586,-28.1060248662435,-9.88181556883741,-6.27511408505917,-3.16619902710861,3.367514859796,"0"
"124",0,7,41,6,51,16,-24.0702090442415,-0.912388991697876,-5.95319920675484,0.836613194033727,-25.5337527460808,-7.46594895975387,-4.47422501744529,-3.72221690444447,3.23017317977016,"1"
"125",1,7,46,9,51,16,-24.8313831221813,-0.818353940525757,-5.95048922108749,0.793918771231181,-28.1397798918231,-9.92902730536441,-6.27181479576145,-3.16913616623073,3.4025698038658,"1"
"126",1,7,46,9,51,16,-24.8285758424859,-0.816451862650634,-5.93649778008736,0.795073809449328,-28.1401315854421,-9.92940881173439,-6.27076062283086,-3.16594705867523,3.401996248726,"0"
"127",1,7,46,9,51,16,-24.8299265450926,-0.818425805775004,-5.95069345740926,0.794008708979644,-28.1099155297528,-9.87977746256592,-6.27505276022956,-3.16604410299274,3.36730251389755,"0"
"128",1,7,46,9,51,16,-24.8240683226827,-0.815024611733927,-5.93776637098838,0.793820499986452,-28.1071132163202,-9.88134885563514,-6.27370549728885,-3.16184141528045,3.3673916306509,"1"
"129",0,7,41,8,51,16,-24.0746644372205,-0.913425068304439,-5.93593317754625,0.80378570199322,-25.5917424911327,-7.62283588147629,-5.78744195049257,-3.25711808291459,3.14710333312839,"0"
"130",1,7,46,9,51,16,-24.8259650938225,-0.818954119523625,-5.95069938367515,0.79386919993446,-28.1066910331719,-9.88154900355559,-6.275154442877,-3.16611339810132,3.36733238643026,"0"
"131",0,7,41,8,51,16,-24.0777713715353,-0.92128131519904,-5.96182276486086,0.804001165139682,-25.5960998554968,-7.61927675032371,-5.79054419323336,-3.26541163980711,3.14833681978922,"0"
"132",1,7,46,9,51,16,-24.8250217265522,-0.819069686786234,-5.95070078266126,0.79384478872429,-28.1070687706062,-9.88139362421752,-6.27519281547742,-3.16612225154485,3.36747354614878,"0"
"133",1,7,46,9,51,16,-24.8273465357471,-0.818799412678782,-5.95067099760338,0.793877047783719,-28.1064915827669,-9.88129460702963,-6.27515218853945,-3.16613480076885,3.3675277583217,"1"
"134",1,7,46,9,51,16,-24.8224792721429,-0.815205874923857,-5.93778689170651,0.793780293115337,-28.1075396200669,-9.88150458890184,-6.27372830059605,-3.16185317085788,3.36744226409378,"0"
"135",0,5,41,8,51,16,-24.1258559188341,-0.919379004823642,-5.95028954311782,0.840178600659653,-25.0588132125887,-7.61371851311594,-5.81750668938391,-3.17705155557408,4.27214126278591,"0"
"136",1,7,46,9,51,16,-24.8225259454216,-0.819331831248072,-5.95075310453146,0.79384171265642,-28.1077842548099,-9.88109580147206,-6.2752473538224,-3.16602442227695,3.36757286855656,"1"
"137",1,7,46,9,51,16,-24.8304140688312,-0.814221382770831,-5.93773554265051,0.793999219328237,-28.1096811980601,-9.88011020683298,-6.27347464682018,-3.16180540300304,3.36689152703876,"0"
"138",1,7,46,9,51,16,-24.8181799086705,-0.819838751607733,-5.95083556756053,0.79377469212776,-28.1084674616961,-9.88192869524914,-6.27528482831291,-3.16603740993998,3.36747947210461,"1"
"139",1,7,46,9,51,16,-24.8260338041813,-0.823107084922576,-5.96365097936083,0.793861351235107,-28.106429383407,-9.88164576856294,-6.27672664201655,-3.1704030502676,3.36779767423065,"0"
"140",1,7,46,9,51,16,-24.8222211884465,-0.815213471905367,-5.93780136505115,0.793801912130132,-28.1076115101054,-9.88145737819918,-6.2737106655728,-3.16180027569894,3.3671114110067,"1"
"141",0,7,45,6,51,16,-24.4940423183498,-0.85043047065228,-5.95004382899385,0.841072317640133,-27.4171208089931,-9.28843055198772,-4.26504856511469,-3.85590775242035,3.46625991761641,"1"
