"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"4275","0","7","6","51","16",0,490269775285767,-1,6997716346107,0,760078544349041,0,523275959959001,0,"23671084114834",0,597482324579643,0,410934808800635,0,810076314487123,0,242603476714279,1
"4276","1","7","9","51","16",0,490052775978111,-1,7114846799957,0,76351071035647,0,525532502079571,0,"247786697709813",0,13646607710033,0,409668591566246,0,866885366979244,0,225753187063248,1
"4277","1","7","9","51","16",0,488382393098061,-1,6982343704046,0,758478707817634,0,52322511043321,0,"236800761762101",0,595674692326429,0,409441568707936,0,816806340127614,0,24161837974842,1
"4278","1","7","9","51","16",0,489274612314315,-1,703320254413,0,766639373481147,0,522770409045323,0,"235520602730212",0,608289561893592,0,416426939341082,0,878336479460607,0,219940878769714,1
"4279","1","7","9","51","16",0,490269945180686,-1,6997772125541,0,76007849415446,0,523276235445853,0,"236711028309932",0,597481856283837,0,410934710294668,0,810076996487541,0,242603425876059,0
"4280","1","7","9","51","16",0,489985736735102,-1,7034037000107,0,76684639026207,0,522765597436413,0,"23548741969617",0,608198147841272,0,416450332705844,0,874825126163495,0,219840136179358,1
"4281","1","4","9","51","16",0,490042022182061,-1,7119818534801,0,761542895322002,0,526048583688074,0,"251527659958965",0,1634601181868,0,406518541818016,0,872709955400509,0,224994855420077,1
"4282","1","7","9","51","16",0,489632104042038,-1,7034801546427,0,766758979482876,0,522759553916726,0,"235494434635594",0,608254327988694,0,416526976304866,0,875126381377487,0,219904027911704,1
"4283","1","7","9","51","16",0,489632099271428,-1,703478969066,0,766758988634311,0,522759505185,0,"235494360703135",0,60825446050547,0,416526976951964,0,875126264716025,0,219904027253618,0
"4284","0","2","8","51","16",0,729167811319139,-1,6407452163805,0,767721304663212,0,527757831909458,0,"23352798347122",0,670292265718424,0,544947781782601,0,6663051792671,0,32381417464823,0
"4285","1","7","9","51","16",0,490628566698279,-1,7034650294198,0,767343570158704,0,522789044146818,0,"235508394162268",0,608661933641998,0,416931375564276,0,875340194217168,0,220291749948247,1
"4286","0","7","6","51","16",0,490628792473257,-1,7035288561142,0,767343101290424,0,522792307632575,0,"235508251311652",0,608661145087522,0,416931205410665,0,875345099501503,0,220291838492717,0
"4287","1","7","9","51","16",0,489985619615614,-1,7033682845839,0,766846635807938,0,522764142114948,0,"23548836802309",0,608197262162209,0,416450433287835,0,874823051408708,0,219840058547706,0
"4288","1","7","9","51","16",0,489985613205442,-1,7033681884794,0,766846652765265,0,522763840780196,0,"235487185507449",0,608199056375316,0,416450414877821,0,874822282324813,0,219840088575891,0
"4289","1","7","9","51","16",0,491343141534646,-1,7035678414702,0,767557709985617,0,522781022702865,0,"235458699931673",0,608631240651952,0,416872172785009,0,871229745039958,0,220082044086553,0
"4290","1","7","9","51","16",0,538569014533207,-1,7046498963927,0,787907177908547,0,5233266654098,0,"234451582956357",0,616786232239683,0,42773133574617,0,771978069271903,0,227241272970098,1
"4291","1","7","7","34","15",0,489985999498905,-1,7034980258609,0,766845843544305,0,522767794961503,0,"23547640701031",0,608213427355499,0,41644991132443,0,87482559142487,0,21984054757412,0
"4292","0","7","6","51","16",0,49198626318866,-1,7037116941235,0,768054260580406,0,522809081904791,0,"23548142163084",0,609091050058073,0,417353038507941,0,871752236748946,0,22053372457425,1
"4293","1","7","9","51","16",0,491991415117202,-1,6982512468036,0,757848658993212,0,522856973434686,0,"237176911687134",0,609520486730166,0,406962862437628,0,81400148036804,0,239153424935668,0
"4294","1","7","9","51","16",0,490777310832798,-1,7073089214234,0,756736050103495,0,525957155633518,0,"24842864213272",0,131367621498647,0,403897730991584,0,800398900430583,0,248022172168497,1
"4295","1","7","9","51","16",0,487393274457648,-1,7000313562872,0,759403420181591,0,523226055903431,0,"236753853233678",0,598207354330777,0,410987181653069,0,812326283508676,0,242549650888944,1
"4296","1","7","9","51","16",0,492425088637342,-1,7110920358429,0,765183562101856,0,525444912771168,0,"246935528895221",0,130343194457959,0,411090461811655,0,862041371970536,0,226447220904621,1
"4297","1","7","9","51","16",0,48998568732327,-1,7033893043789,0,766846495339773,0,522764904305661,0,"235487434356292",0,608198349222234,0,416450368093928,0,874824036920634,0,21984011432147,0
"4298","1","7","9","51","16",0,493660173340176,-1,7003984924631,0,761970229202557,0,523349181638566,0,"236694042749811",0,598665657924555,0,412405772422556,0,804667733174515,0,243751546726926,0
"4299","1","7","9","51","16",0,485078218019816,-1,6966645718599,0,757910282360359,0,522998929930978,0,"236743412381354",0,596991241394792,0,409577134072531,0,806146566902915,0,240957878080708,0
"4300","1","7","9","51","16",0,489348096098072,-1,7030008627493,0,766306538250598,0,522758333610297,0,"235500043458728",0,607643518778595,0,415869437219612,0,877828737824305,0,219468404899183,1
"4301","1","7","9","51","16",0,489310967316609,-1,6936205142569,0,766417776668005,0,522315329509756,0,"235581843040121",0,607709609352037,0,415993967638023,0,87365556372367,0,219370771952669,0
"4302","1","7","9","51","16",0,491263992529763,-1,6998212320068,0,760714998155557,0,523273441474127,0,"236679065313716",0,598039203315135,0,411356933904173,0,806153637185884,0,242801597422227,1
"4303","1","7","9","51","16",0,487308230233494,-1,7024539735078,0,765441576224194,0,522693660293251,0,"235596405860055",0,607180163086665,0,415850795330008,0,879732463874265,0,219483986368213,1
"4304","1","7","9","51","16",0,493212775966094,-1,7042167836386,0,76932191227671,0,522909366733336,0,"235595186618425",0,610487660279148,0,418850824410915,0,877460808368603,0,222099807986887,0
"4305","1","7","9","51","16",0,491339780842757,-1,7025552117714,0,767564724145182,0,522739129315336,0,"235485288177142",0,608607327896257,0,416874994984113,0,871171607543492,0,220079880935847,1
"4306","1","7","9","51","16",0,489985613205442,-1,7033681884794,0,766846652765265,0,522763840780196,0,"235487185507449",0,608199056375316,0,416450414877821,0,874822282324813,0,219840088575891,0
"4307","1","7","9","51","16",0,491273142338505,-1,7037073966307,0,76783875038598,0,522821825262409,0,"2355298048125",0,609120513815055,0,417411612798582,0,875871543871959,0,220743699743621,1
"4308","1","7","9","51","16",0,492630628314153,-1,7038887127879,0,768549911515173,0,522839656051703,0,"235504283226257",0,609547766673239,0,417833481193977,0,872278120277786,0,220985411377947,1
"4309","1","7","9","51","16",0,487172171900281,-1,6998457465065,0,758702509342929,0,523171684967219,0,"236645834032695",0,597169484472303,0,409972403554317,0,807464688450739,0,241483773822814,1
"4310","1","7","9","51","16",0,489436213265436,-1,6991124698449,0,758813608017127,0,523220186257925,0,"236648666543452",0,595734085996834,0,409489554373111,0,809460430154455,0,241378918742563,1
"4311","1","7","9","51","16",0,491273403565318,-1,703786462367,0,767838201307675,0,522824975408572,0,"235528031769794",0,609121958659537,0,417411403505662,0,875876248421549,0,220743871214724,1
"4312","1","7","9","51","16",0,489985613205442,-1,7033681884794,0,766846652765265,0,522763840780196,0,"235487185507449",0,608199056375316,0,416450414877821,0,874822282324813,0,219840088575891,1
"4313","1","7","9","51","16",0,495637514460403,-1,717821939179,0,759958075940464,0,527837237214316,0,"259640893951052",0,206951778696564,0,400207374838951,0,858008718399626,0,228874614268699,1
"4314","1","7","9","51","16",0,49635216210262,-1,6987464290525,0,760288607321882,0,522986613324307,0,"237213672475368",0,611038845400346,0,40875386925912,0,812301872196644,0,240775874489335,0
"4315","0","7","13","51","16",0,49162657369222,-1,7035752281423,0,767926515144256,0,522826099539091,0,"235527010811576",0,609058807275828,0,417335197270489,0,875568605561943,0,220679632660084,0
"4316","0","7","8","51","16",0,490848166161464,-1,7040896171048,0,768082846403945,0,522829582348282,0,"235564541393899",0,609808727639458,0,418045229096687,0,87668825952937,0,221280065283424,1
"4317","0","7","8","51","16",0,488994786087214,-1,7031164722184,0,766218972551509,0,522751440450014,0,"235496800561575",0,60771449998972,0,415945684968416,0,878126559038676,0,219532533757586,0
"4318","1","7","9","51","16",0,492202459699888,-1,7001942796725,0,761566393525985,0,523357472286975,0,"23677011737138",0,598870308432055,0,412376201282452,0,811643453153506,0,243959018377614,1
"4319","1","7","9","51","16",0,491063779239205,-1,7032515482469,0,767137382388773,0,522758606859162,0,"235442141091917",0,608045439840094,0,416391129570142,0,871017629572709,0,219673549065795,1
"4320","1","7","9","51","16",0,489905855039908,-1,6996836028067,0,760004452658246,0,523240787044352,0,"236641023935738",0,597707494229264,0,410934312564544,0,809706940918329,0,24256168583552,1
"4321","1","7","9","51","16",0,48963208336276,-1,7034755543142,0,766759024270897,0,522759149368513,0,"235493571645288",0,608255711847802,0,416526972440545,0,87512550489757,0,219904042152153,0
"4322","1","7","9","51","16",0,489098084843628,-1,7003765529588,0,760193406742892,0,523260508389702,0,"23671817505246",0,598546496690865,0,411416203335795,0,80903544979436,0,242838799321614,0
"4323","0","7","8","51","16",0,483787663189449,-1,6991971409083,0,757333622940273,0,523172570151047,0,"236815673499507",0,596804455254141,0,409510747946938,0,822347544112787,0,241632034277143,1
"4324","1","7","9","51","16",0,491272543022917,-1,7035348079079,0,767839964150603,0,522814161311454,0,"235533956823955",0,609116889172846,0,417412133007349,0,875860723374615,0,220743357752478,1
"4325","1","7","9","51","16",0,490913366636229,-1,6998658992886,0,760575441018135,0,523300930105413,0,"236732742897176",0,59794387679053,0,411415404578908,0,810595220582049,0,243054891184592,0
"4326","1","7","9","51","16",0,489985613205442,-1,7033681884794,0,766846652765265,0,522763840780196,0,"235487185507449",0,608199056375316,0,416450414877821,0,874822282324813,0,219840088575891,0
"4327","0","7","6","51","16",0,489985625644807,-1,7033673060202,0,766846617216532,0,52276457758319,0,"235490222210621",0,608194464062203,0,416450464481652,0,874824177374547,0,219840009099507,0
"4328","1","7","9","51","16",0,493296124540876,-1,7091362513639,0,761567310667009,0,525034047305944,0,"247549216586176",0,132743129205883,0,405448169214591,0,869191329275705,0,221840548372637,1
"4329","1","7","9","51","16",0,491343176558146,-1,7035777010298,0,767557634034244,0,522781568683756,0,"235458955470565",0,608630708961694,0,416872151900278,0,871230687033711,0,220082052917523,1
"4330","1","7","9","51","16",0,489706657938481,-1,7031270903574,0,766425794225655,0,522744578813384,0,"235468675296325",0,60761493263019,0,415969063129131,0,874614800375307,0,219431695553138,0
"4331","1","7","9","51","16",0,493463172838922,-1,6939492842384,0,765128014392786,0,522054284355132,0,"236156088679266",0,619658806546356,0,412371041445682,0,87451954827959,0,216186778541106,0
"4332","1","7","9","51","16",0,486741442000049,-1,6973393910042,0,755925358775425,0,52312733192807,0,"236632489829887",0,59216409280378,0,406620923192172,0,816217776827662,0,239280210254634,0
"4333","1","7","9","51","16",0,487998215723571,-1,7028204542011,0,76563563966372,0,522713516686912,0,"235510368503757",0,607268365769325,0,415542326902577,0,877907949361394,0,219143861621991,1
"4334","1","7","9","51","16",0,489343655308528,-1,7032506590591,0,766349288519504,0,52273658942841,0,"235461162002049",0,607742141788441,0,415969083055618,0,874301764360769,0,219388619613125,0
"4335","1","7","9","51","16",0,491704988354843,-1,7116046733668,0,764805125058544,0,525525496698192,0,"247328658493998",0,132998737595469,0,410893720244542,0,866799398517804,0,22663041652616,1
"4336","0","7","6","51","16",0,486591698574839,-1,7006615930392,0,759582221056511,0,523226837714895,0,"236764060284742",0,599100219195557,0,41154633972229,0,812214133641792,0,242937311817536,0
"4337","1","7","9","51","16",0,488994492299408,-1,7030861293877,0,766219064892251,0,522752687637298,0,"235506897915586",0,607699806718367,0,415946056378595,0,87813057249557,0,219532313665163,0
"4338","1","7","9","51","16",0,489249255315927,-1,703689426771,0,766755823093375,0,522714550685465,0,"235428116145734",0,608647845904104,0,416391511987355,0,869453879366808,0,219456974129689,0
"4339","0","7","6","51","16",0,488886595293639,-1,7021326727119,0,765107405818472,0,522711795066205,0,"235467466412053",0,605686239571679,0,414501167362747,0,878141226387585,0,218393745857161,1
"4340","1","7","9","51","16",0,491717111430375,-1,7029107255629,0,767574336237918,0,522806078502117,0,"235536455384151",0,608274704982713,0,416931743723317,0,876269389706987,0,220420490756071,1
"4341","1","7","9","51","16",0,496781076073184,-1,6986851309646,0,760145506330594,0,522923574499255,0,"237089703441151",0,610636331246867,0,408151154362404,0,803237237506052,0,239858467127087,1
"4342","0","7","6","51","16",0,489985773419604,-1,7034079094195,0,766846375598748,0,522765499588836,0,"235486089331111",0,608200083876269,0,41645028245491,0,874824651195042,0,21984016460804,1
"4343","1","7","9","51","16",0,493149223237077,-1,7116156615246,0,765306862720166,0,525477312328298,0,"247054237130557",0,131739520556495,0,410890080672369,0,858289328069844,0,226221995315265,1
"4344","1","7","9","51","16",0,496103613538664,-1,6968988679807,0,756650925631339,0,522446580970173,0,"237555412044938",0,621985351865922,0,403212535186489,0,809269903569323,0,235568225973994,0
"4345","1","7","9","51","16",0,494642535034855,-1,7010277520256,0,764982204524243,0,52236623389208,0,"235880610178671",0,618978815996184,0,411713810066175,0,874753836766865,0,215755108726927,1
"4346","1","7","9","51","16",0,490553336076009,-1,7041196185567,0,767726224446664,0,522783209036451,0,"235491304878275",0,609441013562775,0,417506402371257,0,87173592648505,0,220575029008153,1
"4347","0","7","8","51","16",0,504371436327998,-1,7052126791454,0,775632303387958,0,523293509709639,0,"235792722467622",0,614354873413159,0,423965805580843,0,881489250935232,0,227148272436124,0
"4348","1","7","9","51","16",0,489984938131016,-1,7033588488045,0,766848448292083,0,522731485258758,0,"235361820182507",0,60838942923107,0,416448463665646,0,87474089104507,0,219843296095746,0
"4349","1","7","9","51","16",0,492486158574783,-1,6971516489486,0,73865726262593,0,526467454414807,0,"251324944493481",0,131002979728868,0,385932467688927,0,670643081462651,0,287583875260884,0
"4350","1","7","9","49","16",0,48998561747809,-1,7033682534414,0,766846641433092,0,522764043469116,0,"235487974275217",0,608197858963133,0,416450427145102,0,874822795127713,0,219840068464788,0
"4351","0","7","6","51","16",0,488797274348959,-1,7024668253342,0,765496308806265,0,522692202300916,0,"235457894880061",0,606472741262584,0,415083144382946,0,874498990224783,0,218678382133152,1
"4352","1","7","9","51","16",0,493001222206135,-1,6997692342827,0,761387077349432,0,523364266346984,0,"236742064901201",0,598004520755788,0,411817905542595,0,811756689144559,0,243572801964024,0
"4353","1","7","9","51","16",0,491033771768659,-1,6966062599131,0,755492755983896,0,522751671049919,0,"23705226151529",0,605888699761005,0,403919064649111,0,81216707851642,0,236576457748506,0
"4354","1","7","9","51","16",0,490426785947084,-1,7111722758831,0,763992107848832,0,525409344137918,0,"246873479533755",0,129942267819292,0,410216515047341,0,865056015510289,0,225758142569044,0
"4355","1","7","9","51","16",0,489106782020927,-1,7084258529904,0,757428703965715,0,525972162739012,0,"248439456298616",0,131046511395055,0,405446061619342,0,803471473226152,0,249244569404047,0
"4356","0","6","8","51","16",0,500404743181352,-1,6986766703374,0,760499358362242,0,521071561279482,0,"237155939044257",0,659109031446754,0,401982102849284,0,867945739517984,0,206179049540571,1
"4357","1","7","9","51","16",0,493223812843088,-1,7013116914601,0,764599469033288,0,522369125451023,0,"235926897321347",0,619182338816052,0,411843484719427,0,878881624660612,0,215983863037333,1
"4358","0","7","6","51","16",0,490890254705826,-1,7018833884691,0,762391314821055,0,523354262165099,0,"236778748123468",0,601349274589064,0,413987302993779,0,807527454638956,0,244950938279022,0
"4359","0","7","6","51","16",0,46395314359925,-1,6919862422231,0,735978895234501,0,522680328141488,0,"238370780856842",0,590347574204397,0,39143294590339,0,776359792189857,0,253536567218942,0
"4360","1","7","9","51","16",0,492846288482771,-1,7014805384687,0,764578304256821,0,522327512604991,0,"235878077431413",0,619464639385043,0,411867315110665,0,874415361536002,0,215753341085308,1
"4361","1","7","9","51","16",0,489638019514876,-1,7033590566715,0,766714766366479,0,522785264876164,0,"235522514390825",0,608168441814731,0,416426488862861,0,878658528308424,0,219984373807661,0
"4362","1","7","9","51","16",0,491696606722096,-1,7034395760185,0,767645474738841,0,522784960237587,0,"235453593460732",0,608572973320238,0,416795688329031,0,870925722940925,0,220018029286764,1
"4363","1","7","9","51","16",0,49295011078747,-1,7031781481877,0,750010061019691,0,526491596006785,0,"249721351761025",0,13108420956891,0,397753955200139,0,732799177753231,0,270331465536214,0
"4364","1","7","9","51","16",0,497480985255274,-1,7056372434806,0,755425180004884,0,526845802224036,0,"250016702819828",0,130956944607495,0,404209640315393,0,75040165348075,0,276624245992697,0
"4365","1","7","9","51","16",0,488158603538908,-1,6985525786923,0,757816468770302,0,523153068714128,0,"236610422283679",0,594792631122266,0,408525748724927,0,80841600754335,0,24047599879738,0
"4366","0","7","4","51","16",0,489943125446424,-1,7021052121161,0,765601085491647,0,522786814909623,0,"235547561923914",0,605739261714247,0,415101132469417,0,884374337567632,0,219284956090373,0
"4367","1","7","9","33","16",0,491634289533718,-1,7030409593565,0,767919755153584,0,522793087819316,0,"235499288978475",0,609059267032596,0,417412231809825,0,876118303546551,0,220786891203385,1
"4368","1","7","9","51","16",0,490411437653386,-1,711327500636,0,76369729497187,0,525505151393735,0,"247552469976304",0,13482215318233,0,409748999476935,0,866198717279987,0,225706561870388,1
"4369","1","7","9","51","16",0,489716367333352,-1,6991362473629,0,759193466524611,0,523262439057905,0,"236706337603046",0,596223764699231,0,409872257269156,0,813191471862386,0,241866865080313,1
"4370","1","7","9","51","16",0,488817942326709,-1,6999295642584,0,759775504167662,0,523220216996632,0,"236626978078382",0,598077790299525,0,410933577355069,0,808771547766171,0,242431280808865,0
"4371","1","7","9","51","16",0,492224437368786,-1,7191661660732,0,761829786354391,0,528077438949222,0,"258276013259108",0,19942164463868,0,404374364305923,0,851769858983739,0,231914780019408,1
"4372","0","7","6","51","16",0,489368052289978,-1,7000867017812,0,760628027936818,0,523252638394387,0,"236720073201323",0,599210512960591,0,411821364526822,0,808589911191775,0,24313944785724,0
"4373","1","7","9","51","16",0,496284717299157,-1,7117595744046,0,766860239229519,0,525493790437221,0,"246847462902456",0,13077313390042,0,41172730421287,0,850642250366587,0,226642945494685,1
"4374","1","7","9","51","16",0,491602869366658,-1,7007482362538,0,763471551328096,0,522325891227936,0,"235933916912042",0,618194903594735,0,410852610796793,0,881683092188679,0,215222167108107,1
"4375","0","7","6","51","16",0,489985603924174,-1,7033659021554,0,766846672335069,0,522763689752642,0,"235486951397879",0,608199448467077,0,416450416016515,0,874821972147362,0,219840090628084,0
"4376","0","7","6","51","16",0,498115927188942,-1,7018686319834,0,765776196590617,0,523558609742212,0,"2368461181186",0,602604358258077,0,416159827444516,0,807686553906446,0,247173159667694,0
"4377","0","7","6","51","16",0,488926613248023,-1,6996124672694,0,759363155436801,0,523260567870693,0,"236735831044602",0,597040287528754,0,410506086617409,0,813689982424562,0,242359172564308,1
"4378","1","7","9","51","16",0,491504016514569,-1,7192181988683,0,761496706408477,0,528128420115554,0,"258597231760664",0,201382374262332,0,404245765209882,0,856345367716976,0,232103944159278,0
"4379","1","7","9","51","16",0,49599876924707,-1,6988598755346,0,760200938852428,0,522982123229292,0,"237219041837581",0,611096881159898,0,408830315723029,0,812605168017294,0,240839812606767,0
"4380","1","7","9","51","16",0,489114762100611,-1,7001039724298,0,760138384774322,0,523282821094324,0,"236758281661479",0,598392902980872,0,411391800626156,0,813175237680872,0,24302586550268,1
"4381","1","7","9","51","16",0,49829747453782,-1,680781491076,0,764128804395809,0,521349959329273,0,"237477395029707",0,630528626626438,0,40881000439265,0,871371556123436,0,212859286748716,1
"4382","1","7","9","51","16",0,488253481641567,-1,6983670316685,0,757467318444155,0,523149853705101,0,"236594261405368",0,594074871574271,0,408039282779923,0,808547271243389,0,240109803159653,0
"4383","1","7","9","51","16",0,490339243218884,-1,7032906488703,0,766934070306948,0,522769851446345,0,"235480273405875",0,608142735894112,0,416373775754685,0,874521004090322,0,219776192696959,1
"4384","1","7","9","51","16",0,485347825225071,-1,7025840323192,0,764192679597962,0,52268343925475,0,"23553717479895",0,606378982725142,0,414668044505818,0,885179828427947,0,218651043183322,1
"4385","1","7","9","51","16",0,489985480828594,-1,703364888733,0,76684721069862,0,522753746651288,0,"235448145838732",0,608258295728221,0,416449760708958,0,87479699655549,0,219841057342252,0
"4386","1","7","9","51","16",0,490692712069496,-1,7031655565742,0,767021828006786,0,522773701907972,0,"23547390261289",0,608086332168699,0,416297261299478,0,874216445583641,0,219712211770363,1
"4387","1","7","9","51","16",0,492703185669839,-1,7036457575953,0,768217361560255,0,522826772604399,0,"235469908368563",0,60892394835418,0,417275910128991,0,871766711533543,0,220513455697909,1
"4388","1","7","9","51","16",0,492716003055133,-1,6996121256787,0,761019227687754,0,523314580121203,0,"236691330808944",0,597553510133605,0,411356412548778,0,807415064524587,0,242975115733737,0
"4389","1","7","9","51","16",0,488709549987103,-1,6991676135288,0,758661779562955,0,523198215877467,0,"236652073434211",0,595963483866589,0,409490473509247,0,80883035937747,0,241292086867721,0
"4390","1","7","9","51","16",0,49163323706277,-1,703979704677,0,767965569223313,0,522810251091485,0,"235479188209352",0,609158345419452,0,417429054782896,0,872062484563194,0,220598137075249,1
"4391","1","2","9","51","16",0,495282609329037,-1,7096921594188,0,762845475461376,0,525048170458474,0,"247461938703072",0,132586924605966,0,406399459022772,0,861916131470594,0,2223497433797,1
"4392","1","7","9","51","16",0,491639174546934,-1,6998120500229,0,760727228645161,0,523324334847527,0,"236735432748707",0,597705625763217,0,411415132464474,0,811227877895769,0,24314190030366,0
"4393","0","7","6","51","16",0,491827176867794,-1,7005362861435,0,761552974047256,0,523322831250843,0,"236716579141072",0,599197205875818,0,412317376888936,0,806593282147396,0,243618605246268,1
"4394","1","7","9","51","16",0,489921905204896,-1,6996705497886,0,759947232051982,0,523294660251428,0,"236753548443318",0,59744192229209,0,410911230414038,0,813910138171931,0,242747438445652,1
"4395","0","7","8","51","16",0,494775999441481,-1,702003116518,0,766067278756326,0,522416200620765,0,"235946798319948",0,620841886699078,0,413309675654304,0,875990405663236,0,217108510356642,1
"4396","1","7","7","41","15",0,493488286246944,-1,7016621123378,0,765075671839693,0,522349311728174,0,"235869507744711",0,619973067360703,0,412347935946242,0,874918699148164,0,216205787275803,1
"4397","1","5","9","51","16",0,499119493478902,-1,6930463036491,0,752230316773855,0,521936673391245,0,"237850778170926",0,629119449870993,0,395736767319425,0,809203470446397,0,229249184923212,0
"4398","1","7","9","51","16",0,48970615870315,-1,7030242361368,0,766426516952776,0,522740337098848,0,"235471308752137",0,60761263951367,0,41596944811354,0,874608518203098,0,219431531432627,0
"4399","1","7","9","51","16",0,490418752543306,-1,7112535215665,0,763837800742034,0,525459490335526,0,"247228867842871",0,132496433702598,0,409971814151479,0,865654113541104,0,225731144872624,1
"4400","1","7","9","51","16",0,489985613206042,-1,7033681878102,0,766846652785731,0,522763839430882,0,"235487185189444",0,6081990573279,0,416450414882368,0,874822282264586,0,219840088645125,0
"4401","1","7","9","51","16",0,494285512939547,-1,7006219480244,0,762488018704719,0,523372843930226,0,"236689830231291",0,599262892467214,0,412733195833718,0,803963451210454,0,243989370532134,1
"4402","1","7","9","51","16",0,487621082484802,-1,6993863428905,0,75843315674928,0,52316959731151,0,"23664242220033",0,596327249657487,0,409490536233693,0,807888623322984,0,241161949198463,0
"4403","1","7","9","51","16",0,493930667851392,-1,7094505012064,0,762240713262325,0,524983882172278,0,"24720440789327",0,130798925202928,0,406144651868233,0,865073107382416,0,222127450056136,0
"4404","1","7","9","51","16",0,491930075523497,-1,704432404434,0,751378758051007,0,526481391455927,0,"24932447088988",0,12759112873165,0,400252294393424,0,736844694437578,0,272255813574494,0
"4405","1","7","9","51","16",0,489547989226967,-1,7033785209379,0,767105812805289,0,522752250671651,0,"235525240814111",0,608940862050129,0,417009306410564,0,874999426581905,0,220268151855673,1
"4406","1","7","9","51","16",0,489790964759097,-1,7026609316203,0,766081588794408,0,52272838387611,0,"235452929097238",0,60691105179529,0,415487749442228,0,874711863955921,0,219066585672537,0
"4407","0","7","6","51","16",0,490572653662406,-1,6972184974083,0,755815283397397,0,522726382604627,0,"237020480525417",0,606871821667481,0,404424092681802,0,807605083339143,0,236711168074805,0
"4408","1","7","9","51","16",0,491758757421833,-1,7116778270746,0,764209197280067,0,525588608560707,0,"247979411804231",0,138157184939139,0,409855260583644,0,863378885867214,0,225913858957951,1
"4409","1","7","9","51","16",0,486924665327279,-1,7128679971521,0,765777791987685,0,525810317999337,0,"246423870735087",0,128534974133312,0,414340984499744,0,864882068612498,0,229395813410705,1
"4410","1","7","9","51","16",0,486811709660101,-1,7147342156058,0,75178382458145,0,528627085594062,0,"26029785822444",0,202963654475386,0,396483003461847,0,805276259154498,0,253571644756341,0
"4411","1","7","9","51","16",0,48998562957408,-1,7033684382536,0,76684660932202,0,522764619121453,0,"235490207870452",0,608194467562542,0,41645046187037,0,87482424706365,0,219840011433748,0
"4412","1","7","9","51","16",0,49191767430103,-1,7035963723473,0,768335653807937,0,522840725811908,0,"23556686421855",0,609559132949238,0,417892656389809,0,876387359903757,0,221194851764451,0
"4413","1","7","9","51","16",0,489985631174213,-1,7033679939173,0,76684668164536,0,522763296995735,0,"235485081683917",0,608202233106077,0,416450364535916,0,87482094762972,0,219840131359445,0
"4414","0","7","6","51","16",0,490339205014618,-1,7032816846475,0,766934128813542,0,522769590575618,0,"235480738673286",0,608142180367543,0,416373808152722,0,874520655380771,0,219776169254626,0
"4415","1","7","9","51","16",0,490989664019697,-1,7036857704784,0,767469969053512,0,522777361223415,0,"235467887956129",0,608683477017263,0,416948755672607,0,871535450545596,0,220145947960819,1
"4416","1","7","9","51","16",0,491627273234579,-1,6999604439041,0,760789666704164,0,523292811667997,0,"236683505775423",0,597912933600296,0,411356614524953,0,806483634489427,0,242845390059608,1
"4417","1","7","9","51","16",0,490980077581843,-1,7036214915234,0,7674816419075,0,522770680521245,0,"235456371104756",0,60875156332877,0,416872366268313,0,870914676724047,0,220038684119669,1
"4418","1","7","9","51","16",0,489990639874541,-1,6995240759614,0,759657741831691,0,523256349181387,0,"236692336501748",0,596898390549438,0,410453569368796,0,809868134537672,0,242195133939181,0
"4419","0","7","6","51","16",0,489713528731198,-1,6992500866259,0,759236389738954,0,523236230925939,0,"236675641629347",0,596309803017195,0,409971465546165,0,809662384547124,0,241786422930945,0
"4420","0","7","6","51","16",0,487481401197412,-1,7041740029942,0,766318098022793,0,522687802287919,0,"235457634881991",0,608935639161565,0,416774399563511,0,870964428964676,0,219776738111184,0
"4421","1","7","9","51","16",0,491986565463616,-1,7038017177236,0,768053713255329,0,522811392125643,0,"235472940947972",0,609102556717949,0,417352654048363,0,871753911207379,0,220534066028201,1
"4422","1","7","9","51","16",0,486920310061145,-1,7129120440572,0,765694135229612,0,525837504487429,0,"246616542572533",0,129919701264887,0,414208321240934,0,865206324204519,0,229381176756536,0
"4423","1","7","9","51","16",0,49271357004345,-1,7037746038097,0,768264719829608,0,522798878593331,0,"235428913653918",0,609051616934251,0,417287901709161,0,867655622500423,0,22032205442917,1
"4424","1","7","9","51","16",0,489985642565581,-1,7033681624769,0,766846651583254,0,522763827970621,0,"235487181698179",0,608199048328653,0,416450397261187,0,874822313916909,0,219840078233462,0
"4425","1","7","9","51","16",0,494469760471031,-1,6916189129521,0,746905171415841,0,522830828246639,0,"238664964767295",0,607032887335837,0,394475260906342,0,744327078935448,0,255688567436544,0
"4426","1","7","9","51","16",0,489985613211144,-1,7033681821217,0,766846652959692,0,522763827961711,0,"235487182486398",0,608199065424861,0,416450414921014,0,87482228175265,0,219840089233619,1
"4427","1","7","9","51","16",0,490903637291986,-1,6999431056712,0,760586114440398,0,52330120486049,0,"236720999530884",0,598010385367695,0,411339046456758,0,80998423398227,0,242948067080726,0
"4428","1","7","9","51","16",0,487995778041451,-1,6991130578893,0,758457952126618,0,52317421903979,0,"236580199679594",0,59621974049131,0,409465737070595,0,812272762660246,0,241395046930068,1
