"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"324","1","7","9","51","16",0,492904067911057,-1,7086103324833,0,759034305182774,0,526049906372292,0,"248490728237216",0,131722035749744,0,406312047616274,0,797970960435953,0,249961343997577,0
"325","1","7","9","51","16",0,494774770195547,-1,7016655205506,0,766069855595161,0,5223974507817,0,"235940135631054",0,620857220585667,0,413310448668314,0,87595975435899,0,217108213844451,1
"326","0","7","8","51","16",0,489985652526722,-1,7033683175447,0,766846625046102,0,522764307860907,0,"2354890228976",0,608196250736373,0,416450425845757,0,8748235101577,0,219840030962722,0
"327","0","7","6","51","16",0,49120085315663,-1,703707130541,0,768172214353526,0,522824897384157,0,"235580473618506",0,60972241594686,0,417969778774012,0,876377106503972,0,221215189531623,1
"328","1","7","9","51","16",0,4931215241285,-1,7005808464772,0,765007282421141,0,522295347012826,0,"235912482222399",0,620042400739503,0,412351631408445,0,874546227797637,0,216159592105056,0
"329","0","7","6","51","16",0,48867265548029,-1,700797722882,0,760437894196301,0,523269136843294,0,"236750319307594",0,599239389712989,0,412049724496963,0,809851896570248,0,243375003080791,0
"330","1","7","9","51","16",0,485074144020794,-1,698715547501,0,756432968897787,0,523054676020918,0,"236555577493201",0,594444764624838,0,40755886113978,0,805837820787606,0,239356555735531,0
"331","1","7","9","51","16",0,490270989085022,-1,6997137224297,0,760079630092394,0,523259410917425,0,"236656276860709",0,597564954133344,0,410933069733317,0,810038803672272,0,242604157731613,0
"332","1","7","9","51","16",0,489669849208067,-1,6992552794673,0,759467964398866,0,523303260442314,0,"236776976267257",0,596690080958267,0,410400458923204,0,817864766104132,0,242524328009488,1
"333","1","7","9","51","16",0,491813639189455,-1,7004368533786,0,742790545148494,0,52543571506451,0,"250522097826498",0,133699175132132,0,387949570032834,0,728865743600373,0,261184249742564,0
"334","1","7","9","51","16",0,490480112668414,-1,6948466053784,0,750650932367004,0,523346963179269,0,"238423542155313",0,599293542129468,0,401341570933719,0,751239645525432,0,261778472453769,0
"335","1","7","9","51","16",0,490632538406478,-1,6996145606284,0,760155313557626,0,523282163822412,0,"236717304876819",0,59735731072782,0,410934920653294,0,810386065862269,0,242646570423157,1
"336","1","7","9","51","16",0,489985737162529,-1,70336335638,0,766846703952617,0,522763098167315,0,"235485498509128",0,608201645605663,0,41645030966824,0,874821050546828,0,219840074089729,0
"337","0","7","6","51","16",0,491067642126724,-1,7030736504389,0,767086843559233,0,522785646032425,0,"235487337420353",0,607898488265605,0,416372120669655,0,875147218402626,0,21986171453263,1
"338","1","7","9","51","16",0,491343157080357,-1,7035613421325,0,767557735990857,0,52278102993389,0,"235460227338279",0,608629010581954,0,416872196935227,0,871230237955771,0,220081986991012,1
"339","0","7","6","51","16",0,490846829133235,-1,7005111242761,0,760947038526948,0,523297792263915,0,"236723166356817",0,598662416504503,0,412067290089841,0,807603077262248,0,243445632316664,0
"340","1","7","9","51","16",0,493488476487004,-1,701666066434,0,765075167859698,0,522358284688081,0,"23590397381963",0,619920708279396,0,412348468583132,0,874941189644601,0,216204907215303,0
"341","1","7","9","51","16",0,49741799193654,-1,7079137752309,0,760170290122056,0,524688818811116,0,"248349395218857",0,136902319719321,0,401570418243393,0,866374654340515,0,21843898721892,0
"342","0","7","8","51","16",0,4929147959035,-1,7002955769039,0,761781782058899,0,523351172966654,0,"236727252689055",0,59883249191358,0,412317846399819,0,80753283130264,0,24374891683492,1
"343","1","7","9","51","16",0,491986579974179,-1,7038131326521,0,768053593104903,0,522812712864796,0,"235475701418516",0,609098193493461,0,417352692173732,0,871756506241933,0,220534022922371,0
"344","1","7","9","51","16",0,498933638404837,-1,7000129385295,0,76244585698475,0,523014010014288,0,"237128166212777",0,613479208100978,0,410480920762775,0,800230408417541,0,241688046163643,0
"345","1","7","9","51","16",0,494775909410638,-1,7019745583863,0,766067468250306,0,522415144281638,0,"235948274293773",0,620840086458386,0,413309770688297,0,875989135868704,0,217108431359315,1
"346","1","7","9","51","16",0,499887765950822,-1,668770443332,0,713511996613818,0,52304940482143,0,"235660921301159",0,608478692265645,0,438740739757493,0,819377597958571,0,246294761764947,0
"347","1","7","9","51","16",0,490909456147763,-1,7035916655557,0,76776388309516,0,522803860098082,0,"235530888423998",0,609238299791083,0,417412322347382,0,875545428914927,0,22070002966884,1
"348","1","7","9","51","16",0,48806152258562,-1,6987451826452,0,758175793589744,0,523153931114192,0,"236613478932582",0,595574418183869,0,40893159280447,0,807678353488086,0,240732891543839,1
"349","1","7","9","51","16",0,492352832284217,-1,6996441204525,0,760943201199489,0,523305185847204,0,"236698379586543",0,597659937031749,0,411356875818131,0,807103927431398,0,242931527382569,0
"350","1","7","9","51","16",0,490433945963689,-1,7074363948199,0,756645698992883,0,525954059178567,0,"248424408917281",0,131223710720335,0,404064279277682,0,801285398415408,0,24819479103139,0
"351","1","7","9","51","16",0,485569597324785,-1,6973335339747,0,756037717927762,0,523092130589515,0,"236681094191084",0,593137287472522,0,407183189600556,0,815751207897231,0,239620309208929,0
"352","1","7","9","51","16",0,488261338874328,-1,6995892125796,0,758931320537458,0,523199029624322,0,"236659615497122",0,596799480136406,0,409972038324393,0,808406681541123,0,241613465771439,1
"353","0","7","6","51","16",0,476586245365216,-1,7027598821781,0,758670199412394,0,521885715728556,0,"235807847368055",0,619652955698822,0,41019149976041,0,875017179774359,0,213499673541864,1
"354","1","7","9","51","16",0,489739251298616,-1,7027201667931,0,766323824123268,0,52279537803881,0,"235551054522693",0,607344198903013,0,415839589148943,0,8823081513736,0,219696818534894,1
"355","0","7","6","51","16",0,490269792406597,-1,6997761799318,0,76007850902835,0,523276193862412,0,"236711046646849",0,597481939471652,0,410934802451993,0,810076763706118,0,242603479319291,1
"356","1","7","9","51","16",0,484519900444102,-1,6968245059185,0,761273651521903,0,522375831876483,0,"235551751329003",0,601331693455944,0,410648341788944,0,874560280649313,0,214860924885327,1
"357","1","7","9","51","16",0,489357449225257,-1,702991281131,0,766295420983,0,522761281320891,0,"235509977045416",0,607578978270129,0,415945953583407,0,878443080229639,0,219575580399582,1
"358","0","7","8","51","16",0,484188305050813,-1,7036731303232,0,765624769450204,0,522530145979416,0,"235259524237692",0,610369983520078,0,416524692286966,0,870237734459452,0,219255721663354,0
"359","1","7","9","51","16",0,490546721722117,-1,7037506891745,0,767687104211372,0,522797949047577,0,"23552326685387",0,609365052657767,0,417412147977931,0,875235502283444,0,220656942086657,1
"360","0","7","6","51","16",0,491950352302804,-1,7020841498786,0,766561995650848,0,522774010268745,0,"235464940444466",0,606294860826933,0,415334250971199,0,875363533366179,0,219111381633748,0
"361","1","7","9","51","16",0,489985623172586,-1,7033683368549,0,766846626432773,0,52276430717734,0,"235489023526816",0,608196268308873,0,416450443507857,0,874823477963327,0,219840041997496,1
"362","1","7","9","51","16",0,489260678142694,-1,7011028203111,0,766699641214948,0,522664417140557,0,"235538265598575",0,608343761067538,0,416533006399529,0,874671851425916,0,219855253603663,0
"363","1","7","9","51","16",0,486999397992535,-1,6982756910882,0,757875501786202,0,523145713911174,0,"236723113664375",0,595581466041299,0,409065554231886,0,812097705720105,0,241002594191709,1
"364","1","7","9","51","16",0,500277464176974,-1,7136990630182,0,750439415224178,0,528615679578345,0,"265591369644232",0,237509290097571,0,388615100745854,0,805389228818985,0,248730127495185,1
"365","1","7","9","51","16",0,489706041779425,-1,7030222620994,0,766426879924999,0,522733322834779,0,"235446805444176",0,607649880588472,0,415969082287647,0,874592254132447,0,219432178118395,0
"366","1","7","9","51","16",0,489985663456794,-1,7033816819733,0,766846546801508,0,522764589571553,0,"235487801296194",0,608197907839912,0,416450394051962,0,874823660260704,0,21984009462835,1
"367","0","7","8","51","16",0,473324249946163,-1,696668348145,0,75511040114214,0,522549010478236,0,"235828711877317",0,597984405381632,0,407173249026321,0,938140915818006,0,214595521740417,1
"368","1","7","9","51","16",0,489979375978977,-1,7015619189221,0,766859948085126,0,522674690552536,0,"235481274664298",0,608236070016244,0,4164547413292,0,874680461253202,0,21983755113045,1
"369","1","7","9","51","16",0,489632156377089,-1,7034785457767,0,766759046449056,0,522758275716471,0,"235490205645066",0,608260771410551,0,416526866545911,0,875123657842841,0,219904111202672,0
"370","0","7","6","51","16",0,494930235769647,-1,7046039297327,0,770169561255947,0,522908305220448,0,"235506470943361",0,611014678113343,0,419208810839791,0,869450873213475,0,222086602737512,1
"371","1","7","9","51","16",0,489595460238948,-1,7033926926678,0,766987159201619,0,522823700019296,0,"23560037887963",0,608618400740666,0,416953768370105,0,88333718238478,0,220642001095705,1
"372","1","7","9","51","16",0,491526787212819,-1,6985992058752,0,7596193435215,0,523273240781574,0,"236704566156871",0,595688445260967,0,409972228371575,0,811218347170938,0,242002541145162,0
"373","1","7","9","51","16",0,489357732432,-1,7030784774811,0,76629482736153,0,522764695970624,0,"235506765320612",0,607582496199477,0,415945689703897,0,87844767447658,0,219575792618466,1
"374","1","7","9","51","16",0,49516074229277,-1,7103778760299,0,762128821634924,0,525413953662918,0,"2498294729583",0,149147993029945,0,40535690272235,0,87042540690105,0,222836922226405,1
"375","1","7","9","51","16",0,492183509306814,-1,6983221844112,0,759851474260475,0,521858691154734,0,"236359320051027",0,628516631425478,0,405230787941004,0,887669303770575,0,21046671783829,0
"376","1","7","9","51","16",0,486524697155881,-1,6984768005232,0,75673755451022,0,523094342019557,0,"236559643037415",0,593972914754426,0,40755897799193,0,807091793536765,0,239530663474021,0
"377","1","7","7","30","15",0,49348847339907,-1,701664987544,0,765075174497287,0,522358250343281,0,"235904076432427",0,619920568761941,0,412348473158597,0,874941166927857,0,216204903204907,1
"378","1","7","9","51","16",0,492270598891436,-1,7001199655859,0,761286115640647,0,523321117094752,0,"236704685967336",0,598374824332268,0,411837320764355,0,807006628632837,0,243297085742556,0
"379","1","7","9","51","16",0,489349759843527,-1,6994179796045,0,759159660324074,0,523229416378836,0,"236664101508472",0,596443004144261,0,409971849964569,0,809349161900496,0,241743849207829,0
"380","1","7","9","51","16",0,489622597348942,-1,7034236661422,0,766770600958188,0,52275285523499,0,"235482801624574",0,608322434423899,0,416450547356563,0,874505992608299,0,219796768910245,0
"381","1","7","9","51","16",0,489435570729389,-1,7109194964362,0,763360858809509,0,525400347240012,0,"246899828711564",0,129950086194485,0,409706549906275,0,86837903413703,0,225449834005831,1
"382","1","7","9","51","16",0,489171600713292,-1,6986154153096,0,758338861716776,0,523225048685967,0,"236676913361169",0,594989495370358,0,408984714842782,0,81339363094501,0,241157347311137,0
"383","1","7","9","51","16",0,490912531757919,-1,6998099090961,0,760575881261279,0,523298432149917,0,"236732770630894",0,597945028957166,0,411415925772733,0,810590195629255,0,243055035488491,1
"384","1","7","9","51","16",0,489850929746461,-1,7234332399199,0,750056521571698,0,531403972315121,0,"27243000101513",0,27812282688052,0,390747796631927,0,786660753908148,0,259953783918741,1
"385","1","7","9","51","16",0,489457605862068,-1,6987268580182,0,75875055866384,0,52324496523335,0,"236723989619312",0,595485863880277,0,409543778077937,0,814213774518404,0,241672014815274,1
"386","0","7","6","51","16",0,491986334835719,-1,7037351344927,0,768054109192128,0,522809834078488,0,"235479852933381",0,609093104386914,0,417352953526371,0,87175312530036,0,220533805096536,1
"387","1","7","9","51","16",0,489444651319719,-1,698903974551,0,758803865170443,0,523215000242493,0,"236665942063029",0,595661664796663,0,40956684889133,0,810063765772727,0,241485722324237,1
"388","1","7","9","51","16",0,491343194935432,-1,7035816857136,0,767557669113863,0,522780557394877,0,"235454163019398",0,608637901528969,0,416872048444644,0,87122795204456,0,220082170576589,0
"389","0","7","5","51","16",0,489641396752766,-1,7034445290611,0,766747966535464,0,522762558938972,0,"235511272194861",0,608179700721962,0,416603688397722,0,87574284188888,0,220011004260581,1
"390","1","7","9","51","16",0,490863834110922,-1,7190180771296,0,761058337278449,0,528080593978618,0,"258442240017893",0,200376011353476,0,403856978822665,0,85559682922239,0,231662335177596,0
"391","1","7","9","51","16",0,498354287574603,-1,6947484383068,0,753808808927376,0,522019795516272,0,"237987511635952",0,632503551110666,0,3982779302832,0,81372002554909,0,231431412478395,0
"392","1","7","9","51","16",0,493488480762353,-1,7016661283845,0,765075156619622,0,522358481305087,0,"235904761156373",0,619919515153839,0,412348480870873,0,874941702176476,0,216204887415756,1
"393","1","7","9","51","16",0,493135093570548,-1,7018120822443,0,764987235369736,0,52235565140712,0,"235912371139698",0,619973688156105,0,412424976295063,0,875248401661494,0,216268876065255,0
"394","1","7","9","51","16",0,493570754991076,-1,7008318078251,0,764733988441327,0,522329000520435,0,"235913679044298",0,619185392518637,0,411868750938371,0,875023507094505,0,215838471918324,1
"395","1","7","9","51","16",0,490269929544399,-1,6997726201598,0,760078527802374,0,523275930514106,0,"236711052846769",0,597481940415504,0,410934721195482,0,810076711864341,0,242603423681531,0
"396","1","7","9","51","16",0,49271335551274,-1,7037318470229,0,768265009918268,0,522797241653886,0,"235430978540714",0,609049192341257,0,417288089729078,0,8676535287547,0,220321969836572,1
"397","0","7","6","51","16",0,487898056647616,-1,6994136561219,0,761584586667899,0,5225686497795,0,"235312655066262",0,599841278038895,0,410146464179584,0,877634790160049,0,214896755746375,1
"398","1","7","9","51","16",0,491343079960317,-1,7035480177086,0,767557839626325,0,522780302987333,0,"235459877453192",0,608629767652109,0,416872241336419,0,871228968129487,0,220081986853075,0
"399","1","7","9","51","16",0,496216151704092,-1,7020067743931,0,766493663608753,0,522391082499404,0,"2358499597091",0,620767870728086,0,41318623592769,0,867772058220447,0,216686699331491,1
"400","1","7","9","51","16",0,492631079126566,-1,7040375440587,0,768548947655469,0,52284374837149,0,"23549408984526",0,60956166042032,0,417832927669547,0,872284522482385,0,220986028347722,1
"401","1","7","9","51","16",0,489555738062578,-1,6999424206736,0,759914701692696,0,523260280095361,0,"236710737856828",0,597663957139469,0,411009938316891,0,810065607335214,0,2426232518672,1
"402","1","7","9","51","16",0,48842878774113,-1,6992017364391,0,758297237476924,0,523151855794894,0,"236569903784091",0,595588377347204,0,408946778324832,0,803897944605527,0,240588106169308,0
"403","1","7","9","51","16",0,492713737390042,-1,7038537495594,0,768264205001752,0,52280173936403,0,"235424321160577",0,609057400806977,0,417287677235092,0,867658725088342,0,220322312690913,1
"404","1","7","9","51","16",0,490279181626167,-1,699780301997,0,760067301506844,0,523279524829892,0,"236720548722757",0,597417836039167,0,411011291879279,0,810691728377652,0,242710695253127,1
"405","1","7","9","51","16",0,48356106692176,-1,6978808171166,0,754931711914807,0,523011589859389,0,"236567171511854",0,592609224311941,0,406239430248326,0,809991766549122,0,238447209242679,1
"406","1","7","9","51","16",0,489637825329661,-1,7032901762453,0,766715210152215,0,522782665799123,0,"235527690613486",0,608161596899669,0,416426757330291,0,878656115718708,0,219984150136299,1
"407","1","7","9","51","16",0,492480810364629,-1,7007991625414,0,762036281936651,0,523359007730072,0,"236744543248568",0,599595140194665,0,412874557990299,0,807739204133041,0,244178519761214,1
"408","1","7","9","51","16",0,49227098599953,-1,7000861346526,0,761286292101383,0,523320312088227,0,"236708225508019",0,598369612224775,0,411837176127941,0,807006704414789,0,243296764268866,0
"409","1","7","9","51","16",0,492143832964208,-1,7014915172128,0,764359933309179,0,522342749636558,0,"235931342818014",0,619476183999819,0,41192068801769,0,878553517703263,0,21596105411527,0
"410","0","7","5","51","16",0,489985623884685,-1,7033683491517,0,766846624496301,0,522764343944058,0,"235489155915806",0,608196066313763,0,416450445546262,0,874823563716101,0,219840038489534,0
"411","1","7","9","47","16",0,489985596083095,-1,7033626873424,0,766846688467058,0,52276365466927,0,"235487522026178",0,608198630822272,0,416450433826778,0,874822074796375,0,219840071876222,1
"412","1","7","9","51","16",0,496216254902257,-1,702039715283,0,766493447072685,0,522392260998654,0,"235848117073448",0,62077015782604,0,413186124443631,0,86777342600852,0,216686794303724,1
"413","1","7","7","49","15",0,489866401086782,-1,7018035521249,0,765749875816957,0,522701749087022,0,"235501018098438",0,606163522590614,0,414931817741608,0,874208183197454,0,218591994319265,1
"414","0","7","8","51","16",0,488921179215785,-1,7034386853496,0,766551541923657,0,522768432149532,0,"235535981384703",0,608332379112558,0,416503609538938,0,878646245691094,0,220004616143331,1
"415","1","7","9","51","16",0,489706245656172,-1,7030507821319,0,766426335205965,0,52274138268149,0,"235470432781804",0,607613555174044,0,415969370141699,0,87460996759296,0,219431594028622,1
"416","1","7","9","51","16",0,483563348768302,-1,6967711338967,0,754895850407204,0,523005644992375,0,"236674209778606",0,592422492077515,0,406142061145157,0,813493170631819,0,238522648081082,1
"417","0","7","6","51","16",0,486087830037214,-1,702340227496,0,764129169111839,0,522631078593217,0,"235456884102334",0,605802498611837,0,414173479632421,0,876971120162084,0,217896791905036,0
"418","0","7","8","51","16",0,498265969105544,-1,7004660724609,0,764358841663957,0,521978587719094,0,"236306050215095",0,632780760584753,0,409149370772889,0,871361012976437,0,213176854106811,1
"419","1","7","9","51","16",0,492833826502057,-1,7097974610188,0,761857121323546,0,525020494510652,0,"247591018475988",0,133379186344946,0,405901349976038,0,864757301685546,0,221969505083313,1
"420","1","7","9","51","16",0,490165291148272,-1,6989419048581,0,757521431431607,0,522788926764866,0,"237120563208212",0,610275886395617,0,406984894567701,0,808301399927397,0,238748409722403,0
"421","1","7","7","17","7",0,487786536907205,-1,7026249775034,0,76493069997877,0,52265836221617,0,"235402036613665",0,606219144544249,0,414523818330437,0,873059894158608,0,218077533136261,1
"422","0","7","8","51","16",0,489630937045858,-1,7031222120708,0,766933840183614,0,522845986234375,0,"235639373297664",0,608485131648986,0,416840263316184,0,886908739558789,0,220717821923946,1
"423","1","7","9","51","16",0,497275545368139,-1,6963708797507,0,756535545106682,0,522465020652817,0,"237544682331487",0,620925149651531,0,402730896706066,0,810314549598641,0,235333103262589,0
"424","1","7","9","51","16",0,489064599732702,-1,7027324571598,0,765929825621916,0,522704501207765,0,"235439280269638",0,607165971415038,0,415488086553012,0,874073736637411,0,218980040073323,0
"425","1","7","9","51","16",0,48490626731811,-1,6976647170041,0,755599473648011,0,523046088775765,0,"236593306570874",0,592901673329006,0,406649625229425,0,810493726580825,0,238878406471606,0
"426","0","7","1","51","16",0,491987738547599,-1,7038681797657,0,768053230417444,0,52281372433716,0,"235468912423245",0,609107038654902,0,417351842583284,0,871757596073342,0,220533903770833,1
"427","1","7","9","51","16",0,491808921573918,-1,7014419623237,0,764224299062957,0,522363415908955,0,"235969513402094",0,619428217546434,0,411890971971554,0,882406889515766,0,21610324888673,0
"428","1","7","9","51","16",0,50464700177779,-1,6868756301322,0,711756681136798,0,528585595875386,0,"259139142756425",0,204102436284311,0,430155108479308,0,795064050758669,0,261450005142917,0
"429","1","7","9","51","16",0,490275184559204,-1,6994862539875,0,760035394475504,0,523296065171928,0,"236749464720832",0,597382957148162,0,410834902766218,0,81360240849974,0,242683314914508,1
"430","0","7","6","51","16",0,48413392076159,-1,6994478716673,0,757192627291317,0,523125315807683,0,"236699691740541",0,596385479314062,0,409110424937902,0,814387177217066,0,240949986385303,0
"431","1","7","9","51","16",0,495668155164016,-1,7006689610891,0,763192108290847,0,523385333414952,0,"23666661122524",0,599661998984122,0,413143535375215,0,800399356539825,0,24422701145582,1
"432","1","7","9","51","16",0,494775999443111,-1,7020031166903,0,766067278755885,0,522416200536724,0,"235946798338144",0,620841886690166,0,413309675654615,0,875990405720249,0,217108510360002,1
"433","1","7","9","51","16",0,494725409259003,-1,725952898933,0,754848449654471,0,530835225766363,0,"273893260229191",0,29688741522877,0,391009438004348,0,852088543401491,0,233668089594222,1
"434","1","7","9","51","16",0,493715927333815,-1,7080599034118,0,75894454432125,0,526024865566678,0,"248250778517712",0,129968531811496,0,405990371504003,0,798308657315668,0,249700061095861,0
"435","1","7","9","51","16",0,493124776234984,-1,6984032469873,0,757056684413075,0,523970997844975,0,"238113070853636",0,591876808485901,0,409811622015566,0,747907133142415,0,269153689095358,0
"436","1","7","9","51","16",0,493488512959536,-1,7016661554656,0,765075147589529,0,522358623287966,0,"235905287378995",0,619918695586124,0,412348471358323,0,87494207621025,0,216204862662694,1
"437","1","7","9","51","16",0,489907399924576,-1,6998526112559,0,76000226979647,0,523266487822465,0,"236706778363049",0,597604464838333,0,410934547399885,0,809762873950935,0,242559977213668,1
"438","1","7","9","51","16",0,48845711176597,-1,7001119962395,0,759697589224979,0,523227291098297,0,"236696072524614",0,598086016647334,0,410934083396875,0,808507419123684,0,242385948226323,0
"439","1","7","9","51","16",0,487276999747742,-1,6987257651479,0,758296363929397,0,523172185226763,0,"23672289414237",0,596194065377847,0,409546566630199,0,812306825465302,0,241411424106588,1
"440","1","7","9","51","16",0,494422840623584,-1,6980944098632,0,758758650581675,0,522925334203445,0,"237183882636056",0,609567859130889,0,407212978922478,0,814255209503043,0,239500290222103,1
"441","1","7","9","51","16",0,490792507966335,-1,6990845546526,0,759475956810008,0,523261819994724,0,"236664986872581",0,596025807756732,0,409894735450135,0,809986509106635,0,241809787788158,0
"442","1","7","9","51","16",0,48797752580333,-1,6924315271517,0,755544143522089,0,522978025800802,0,"236973155962757",0,590016345369454,0,405619683330275,0,812564233533472,0,238373441686042,1
"443","1","7","9","51","16",0,492797299344202,-1,7116730596216,0,765252077874292,0,525461245578987,0,"246988931243388",0,131204250607182,0,411018554168258,0,858465698827528,0,226291524654348,1
"444","0","7","6","51","16",0,49348711248869,-1,70164942895,0,76507880372366,0,522292522363014,0,"235649010585309",0,620307839652796,0,412344497405973,0,874775782189123,0,216211436160574,0
"445","1","7","9","51","16",0,490422639946084,-1,7074191458077,0,756624116591774,0,525960049206031,0,"248491788248172",0,13177642795148,0,403935597143216,0,800796375289549,0,24808177346518,0
"446","1","7","9","51","16",0,486707176591619,-1,6989159864913,0,75751104516399,0,523119577577554,0,"236605157991746",0,59526522753492,0,408526063745915,0,8071696902793,0,240302575339629,0
"447","1","7","9","51","16",0,489985613205442,-1,7033681884794,0,766846652765265,0,522763840780196,0,"235487185507449",0,608199056375316,0,416450414877821,0,874822282324813,0,219840088575891,0
"448","1","7","9","51","16",0,486251707386686,-1,698133556281,0,756312853051672,0,523071041430485,0,"236543517700359",0,59337574385765,0,407076355075543,0,806889951216938,0,239123279980377,1
"449","1","7","9","51","16",0,489985620916967,-1,7033704050915,0,766846636375761,0,522763950530681,0,"235487200376738",0,608198999286258,0,416450409751188,0,874822460026317,0,219840091539757,0
"450","1","7","9","51","16",0,483004009836787,-1,6947472825465,0,751429841442018,0,522874993581526,0,"236436988825045",0,58643028034139,0,402024894149138,0,811101921705719,0,235215827567354,1
"451","1","7","9","51","16",0,486906900964338,-1,7130476567145,0,76543657081606,0,525921206892632,0,"247209745201501",0,13418303204401,0,413799874449038,0,866204650022107,0,229336113078071,0
"452","1","7","9","51","16",0,491285290664046,-1,6997390628958,0,760640679823073,0,523314660212828,0,"236759739501888",0,597737725146113,0,411492346436893,0,811528408880191,0,243205086071326,0
"453","1","7","9","51","16",0,487905072399866,-1,70323320244,0,765991153278395,0,52271805038526,0,"235485370926085",0,608083139842191,0,415946472384424,0,877175370069078,0,219402599539904,0
"454","0","7","8","51","16",0,492931538219635,-1,701141555403,0,76423311365977,0,522317524316933,0,"235865683986762",0,6187533374382,0,411385487787607,0,874524209545757,0,21538817959949,0
"455","1","7","9","51","16",0,488744057171863,-1,7002889114552,0,760107102865455,0,523248800186326,0,"236729834176063",0,598598137297422,0,411493184345867,0,809328173206221,0,242902236464324,0
"456","1","7","9","51","16",0,495341526671874,-1,7025449309796,0,750963988195767,0,524990133291966,0,"248808980069947",0,130533329769784,0,393615699891855,0,80274694291608,0,238906184980066,1
"457","1","7","9","51","16",0,491789246059906,-1,7004353777727,0,761762961555059,0,52339305984676,0,"236841990637656",0,599450504594612,0,412907563079022,0,816007092315792,0,244575812299319,0
"458","1","7","9","51","16",0,499397823291442,-1,7093068974615,0,76131422793383,0,525735938031755,0,"24865241165802",0,130867126787679,0,406938701086075,0,792805463348593,0,249906847540802,0
"459","1","7","9","51","16",0,490383291180425,-1,7009231811136,0,761236427384743,0,52329167958967,0,"236710221759193",0,599622687308969,0,412395048264767,0,805955052942014,0,24355336534948,1
"460","1","7","9","51","16",0,49006900355591,-1,7028489933753,0,766503165933507,0,522748933167611,0,"235499212038047",0,607455217444077,0,415970022689881,0,87492898849765,0,219474106452483,0
"461","0","7","6","51","16",0,491156018241789,-1,6991115144467,0,759601708387404,0,523242573456215,0,"236631316048057",0,596035076236313,0,409911823257223,0,806176874649755,0,241663919935785,0
"462","1","7","9","51","16",0,491627330584224,-1,6999802131478,0,760789545207451,0,523293447195535,0,"236681680261883",0,597915380649287,0,411356533825427,0,806484015764269,0,242845460058764,1
"463","1","7","9","51","16",0,490339145396464,-1,7032705439264,0,766934276748746,0,522767994314611,0,"235475466473765",0,608150373751619,0,416373735172579,0,874516657038399,0,219776276726754,1
"464","1","7","9","51","16",0,489182914532877,-1,7001586389012,0,75984873060835,0,52325376316668,0,"236694328320142",0,597853210645442,0,410933714200581,0,809144217061521,0,242473369502264,1
"465","1","7","9","51","16",0,492620050009328,-1,7015703527991,0,763126009009876,0,523395474413912,0,"236797122970663",0,60150958358089,0,414388644344395,0,808369121493212,0,245424724053173,0
"466","1","7","9","51","16",0,49026974012084,-1,6997764485374,0,760078650520962,0,52327355050191,0,"236700648883092",0,597497712016892,0,41093463847782,0,810070084730777,0,242603747202594,0
"467","1","7","9","51","16",0,496284309963163,-1,7001856791773,0,763128363471398,0,521943820687689,0,"236334502644812",0,631754085256981,0,408399640031147,0,875667613417512,0,212697621814035,0
"468","0","7","6","51","16",0,491626890411462,-1,7036058764731,0,767926352963947,0,522826261736956,0,"235521578067509",0,609066410386655,0,417334891944567,0,875567719395312,0,220679724346608,1
"469","1","7","9","51","16",0,487478907233652,-1,6960580731815,0,754677809922608,0,523041118199562,0,"236515375499203",0,589314409597695,0,404882680638207,0,80997316214208,0,237710578764301,0
"470","1","7","9","51","16",0,492437555932456,-1,699517249747,0,760597311464065,0,523302364059357,0,"236671506409345",0,596969098865538,0,410874663824604,0,807218112343835,0,242566961910362,0
"471","0","7","2","51","16",0,490339857230733,-1,7033332447086,0,766933769242958,0,522771277453872,0,"235477670191822",0,608145731454197,0,416373340219584,0,874523166250373,0,219776143424297,1
"472","1","7","9","51","16",0,487657635841188,-1,704403170496,0,767107872554571,0,522693313999524,0,"235454392882206",0,610384027270357,0,417584153806111,0,869803867224077,0,220335690600583,1
"473","1","7","9","51","16",0,489985710491932,-1,7033959650952,0,766846446105286,0,5227652337733,0,"235487478109558",0,608198179076325,0,416450352677672,0,874824570233076,0,219840123253934,1
"474","1","7","9","51","16",0,492312954055494,-1,6996607438225,0,761191709538471,0,52334739554749,0,"236776034029076",0,597990919007053,0,412124088020693,0,813571823051093,0,243914136247618,0
"475","0","7","6","51","16",0,494204301527856,-1,7016893891131,0,765289258892005,0,522345452873005,0,"235850218522254",0,619895474376332,0,412288781786465,0,870824607610327,0,215995122800514,0
"476","1","7","9","51","16",0,492285963848192,-1,6999726528944,0,761222847668101,0,523353641815117,0,"236759373818655",0,598160067230418,0,41189412752608,0,811757324339008,0,243592745415001,0
"477","1","7","7","43","15",0,493710441002766,-1,7038920606347,0,768848356003524,0,522834664022974,0,"23544174231423",0,609458892388285,0,417691978881093,0,86787885832707,0,220710012450121,1
"478","1","7","9","51","16",0,490274126312279,-1,7004917915253,0,762760157569233,0,522303446876618,0,"235945136600467",0,617798554986189,0,410336525924757,0,884707825390132,0,214867218669611,1
"479","1","7","9","48","16",0,49377263940715,-1,6980686100928,0,758307058567652,0,522870458852834,0,"237128259750386",0,609203029805572,0,406832877070445,0,810195510469826,0,23896827958288,0
